Warwick 981: balanced orders and products, 2 products per order
 0 1 0 0 1 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 1
 0 1 1 0 0 0 0 0 0 0
 0 0 1 0 0 0 1 0 0 0
 0 0 0 1 0 0 1 0 0 0
 0 0 0 0 0 0 0 1 1 0
 0 0 1 0 0 0 0 0 0 1
 0 0 0 0 0 0 1 0 1 0
 0 0 0 1 0 0 1 0 0 0
 0 0 0 1 0 1 0 0 0 0
 1 0 0 0 0 1 0 0 0 0
 1 0 0 0 1 0 0 0 0 0

Warwick 984: balanced orders and products, 2 products per order
20 10
 1 0 0 0 0 1 0 0 0 0
 0 0 0 1 0 0 0 0 0 1
 1 0 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 1
 0 0 0 0 1 0 0 1 0 0
 0 1 1 0 0 0 0 0 0 0
 0 0 1 0 0 0 1 0 0 0
 1 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 1 0 1
 0 1 0 0 0 1 0 0 0 0
 0 1 0 0 0 0 0 0 1 0
 0 0 0 0 1 0 0 0 0 1
 0 1 0 0 0 0 1 0 0 0
 0 0 0 0 1 0 0 1 0 0
 0 0 0 0 0 0 1 1 0 0
 0 0 1 0 0 0 0 0 1 0
 0 0 1 0 0 0 1 0 0 0
 0 0 0 1 0 1 0 0 0 0
 1 0 0 1 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 1 0

Warwick 985: balanced orders and products, 2 products per order
20 10
 0 1 0 0 0 0 0 0 1 0
 0 1 0 0 1 0 0 0 0 0
 0 1 0 0 1 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 1
 1 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 1 1 0
 0 0 1 1 0 0 0 0 0 0
 1 0 1 0 0 0 0 0 0 0
 0 0 1 0 0 0 0 0 1 0
 0 0 0 0 0 0 1 1 0 0
 0 0 0 0 0 0 0 1 0 1
 0 1 0 0 0 0 0 0 0 1
 0 0 0 1 0 1 0 0 0 0
 0 0 0 1 0 0 1 0 0 0
 0 0 0 0 0 0 1 0 1 0
 0 0 0 0 1 0 0 1 0 0
 1 0 0 0 0 0 0 0 0 1
 1 0 0 0 0 1 0 0 0 0
 0 0 0 1 0 1 0 0 0 0
 0 0 1 0 0 1 0 0 0 0

Warwick 986: balanced orders and products, 2 products per order
20 10
 0 0 0 0 1 1 0 0 0 0
 0 1 0 0 0 1 0 0 0 0
 0 1 1 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 1
 0 0 0 0 0 0 0 1 0 1
 0 0 0 1 0 0 0 0 1 0
 0 0 1 0 1 0 0 0 0 0
 0 0 0 1 0 0 1 0 0 0
 0 0 0 0 0 1 1 0 0 0
 1 1 0 0 0 0 0 0 0 0
 0 0 1 0 0 0 0 0 1 0
 1 0 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 1 1 0 0
 0 1 1 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 1
 0 0 0 1 1 0 0 0 0 0
 0 0 0 0 0 0 0 1 1 0
 0 0 0 0 1 0 1 0 0 0
 0 0 0 0 0 1 0 0 0 1
 0 0 0 0 0 0 0 1 1 0

Warwick 987: balanced orders and products, 2 products per order
20 10
 0 0 0 0 1 0 1 0 0 0
 0 1 0 0 0 1 0 0 0 0
 0 0 0 1 0 0 0 0 1 0
 1 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 1
 0 1 0 0 0 1 0 0 0 0
 1 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 1 0 0 1
 0 0 0 0 1 1 0 0 0 0
 1 0 1 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 1
 0 0 0 1 1 0 0 0 0 0
 0 0 0 1 1 0 0 0 0 0
 0 0 0 0 0 0 0 1 1 0
 0 0 0 1 0 0 0 0 0 1
 0 1 0 0 0 0 0 0 1 0
 0 1 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 1 0
 0 0 1 0 0 0 1 0 0 0
 0 0 0 0 0 1 0 1 0 0

Warwick 988: balanced orders and products, 2 products per order
20 10
 0 0 0 0 0 1 0 1 0 0
 1 0 0 1 0 0 0 0 0 0
 1 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 1 1 0 0
 0 0 1 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 1 0 1
 0 1 1 0 0 0 0 0 0 0
 1 0 0 0 1 0 0 0 0 0
 1 0 0 0 0 0 0 0 1 0
 0 0 0 0 1 0 1 0 0 0
 0 1 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 1 0 0 1
 0 1 0 0 0 0 0 0 1 0
 0 0 1 1 0 0 0 0 0 0
 0 0 1 1 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 1
 0 0 0 0 1 1 0 0 0 0
 0 0 0 1 0 0 1 0 0 0
 0 0 0 0 0 1 0 0 1 0
 0 0 0 0 0 0 0 0 1 1

Warwick 989: balanced orders and products, 2 products per order
20 10
 0 0 0 1 0 0 0 1 0 0
 0 0 0 0 0 0 1 0 1 0
 0 0 1 0 0 1 0 0 0 0
 0 0 0 0 1 0 1 0 0 0
 0 1 0 0 0 0 0 0 0 1
 1 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 1
 0 0 0 0 0 1 0 0 1 0
 0 0 0 1 1 0 0 0 0 0
 0 1 0 1 0 0 0 0 0 0
 0 0 1 0 1 0 0 0 0 0
 0 0 0 0 0 0 1 1 0 0
 1 1 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0 1 0 0
 0 0 0 1 0 0 0 0 0 1
 1 0 0 0 0 0 0 0 0 1
 1 1 0 0 0 0 0 0 0 0
 0 0 1 0 0 0 0 0 1 0
 0 0 0 0 0 1 1 0 0 0
 0 0 1 0 0 0 0 0 1 0

Warwick 990: balanced orders and products, 2 products per order
20 10
 1 0 0 0 1 0 0 0 0 0
 0 0 1 0 0 0 0 0 1 0
 0 1 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 1 0 1 0
 0 0 0 1 1 0 0 0 0 0
 0 0 0 0 0 1 0 0 0 1
 0 1 0 0 0 0 0 0 0 1
 0 0 0 0 1 0 1 0 0 0
 1 0 0 0 0 1 0 0 0 0
 0 0 0 0 1 0 0 1 0 0
 0 0 1 0 0 0 0 1 0 0
 0 0 0 1 0 0 0 0 0 1
 0 0 0 0 0 1 0 0 1 0
 0 0 0 1 0 0 0 1 0 0
 1 0 1 0 0 0 0 0 0 0
 0 0 1 0 0 1 0 0 0 0
 1 0 0 0 0 0 1 0 0 0
 0 1 0 0 0 0 0 0 0 1
 0 0 0 1 0 0 1 0 0 0
 0 1 0 0 0 0 0 1 0 0

Warwick 991: balanced orders and products, 3 products per order
20 10
 0 0 0 0 1 0 1 0 0 1
 1 0 0 1 0 0 1 0 0 0
 1 1 0 0 1 0 0 0 0 0
 0 1 0 0 1 1 0 0 0 0
 0 0 1 0 0 1 1 0 0 0
 0 0 1 0 0 1 0 0 1 0
 0 1 0 1 0 0 0 0 0 1
 0 0 1 0 0 0 0 0 1 1
 1 0 0 0 0 0 1 0 1 0
 0 1 0 0 0 0 0 1 0 1
 0 0 1 0 0 0 1 1 0 0
 0 0 0 0 0 1 0 1 1 0
 1 0 1 0 0 1 0 0 0 0
 0 0 1 1 0 0 0 0 1 0
 0 0 0 1 1 0 0 1 0 0
 0 1 0 0 0 1 0 0 0 1
 0 0 0 1 1 0 0 0 0 1
 1 1 0 0 0 0 0 1 0 0
 0 0 0 1 1 0 0 1 0 0
 1 0 0 0 0 0 1 0 1 0

Warwick 992: balanced orders and products, 3 products per order
20 10
 0 0 1 0 1 0 0 0 1 0
 0 0 0 1 1 0 0 1 0 0
 1 0 1 0 0 0 0 0 1 0
 0 1 0 1 1 0 0 0 0 0
 1 0 0 0 0 0 1 0 0 1
 0 0 1 0 0 0 1 0 0 1
 0 0 1 0 0 0 0 1 1 0
 1 0 1 0 0 0 0 0 0 1
 0 0 0 0 0 1 1 1 0 0
 1 0 0 1 0 0 0 1 0 0
 0 0 0 1 1 0 0 0 1 0
 0 0 0 0 0 1 1 0 0 1
 0 0 0 1 1 0 0 1 0 0
 0 1 0 0 1 0 0 1 0 0
 0 1 0 0 0 1 1 0 0 0
 0 0 0 0 0 1 1 0 0 1
 0 1 0 1 0 1 0 0 0 0
 1 0 1 0 0 0 0 0 1 0
 0 1 0 0 0 0 0 0 1 1
 1 1 0 0 0 1 0 0 0 0

Warwick 993: balanced orders and products, 3 products per order
20 10
 0 0 1 0 0 1 0 0 1 0
 1 0 0 0 0 0 0 1 0 1
 1 0 0 0 0 1 0 0 1 0
 0 1 0 1 1 0 0 0 0 0
 1 1 0 0 0 1 0 0 0 0
 0 0 0 0 1 0 0 1 0 1
 0 1 0 0 1 0 0 0 1 0
 0 0 1 0 0 1 0 1 0 0
 0 0 0 0 1 0 1 0 1 0
 0 1 0 1 0 0 1 0 0 0
 0 1 0 0 1 0 0 1 0 0
 0 0 1 0 0 0 0 1 0 1
 0 0 1 1 0 0 1 0 0 0
 0 0 1 1 0 0 1 0 0 0
 0 1 0 0 0 0 0 1 0 1
 1 0 0 0 0 0 0 0 1 1
 1 0 0 1 1 0 0 0 0 0
 0 0 1 0 0 0 0 0 1 1
 0 0 0 1 0 1 1 0 0 0
 1 0 0 0 0 1 1 0 0 0

Warwick 994: balanced orders and products, 3 products per order
20 10
 0 0 0 1 0 0 1 1 0 0
 0 0 1 1 0 0 0 1 0 0
 1 1 0 0 1 0 0 0 0 0
 0 1 0 0 0 1 1 0 0 0
 0 0 0 0 0 0 0 1 1 1
 0 0 0 1 1 0 0 1 0 0
 1 1 0 0 0 1 0 0 0 0
 0 0 1 0 0 0 0 1 0 1
 0 1 0 0 0 1 0 0 1 0
 0 0 0 0 0 1 1 1 0 0
 0 1 1 0 1 0 0 0 0 0
 0 0 0 0 1 0 1 0 0 1
 1 0 1 0 1 0 0 0 0 0
 1 0 0 0 1 0 0 0 0 1
 0 1 1 0 0 0 0 0 1 0
 1 0 1 0 0 0 0 0 1 0
 0 0 0 1 0 0 1 0 0 1
 0 0 0 1 0 0 0 0 1 1
 0 0 0 0 0 1 1 0 1 0
 1 0 0 1 0 1 0 0 0 0

Warwick 995: balanced orders and products, 3 products per order
20 10
 0 0 1 0 1 0 0 0 1 0
 0 0 0 1 0 0 1 1 0 0
 0 1 1 0 0 1 0 0 0 0
 1 0 0 0 0 0 0 1 0 1
 1 0 0 0 0 1 0 0 0 1
 0 0 0 1 1 0 1 0 0 0
 0 0 1 0 0 0 0 1 0 1
 0 1 1 0 0 1 0 0 0 0
 0 0 0 1 0 0 1 1 0 0
 1 1 0 0 0 0 1 0 0 0
 0 0 0 1 1 1 0 0 0 0
 0 0 0 1 0 0 0 0 1 1
 1 0 0 0 0 0 0 0 1 1
 1 1 0 0 1 0 0 0 0 0
 0 0 0 1 0 0 1 0 1 0
 0 1 0 0 0 1 0 0 1 0
 0 0 0 0 0 0 1 1 1 0
 0 0 1 0 1 1 0 0 0 0
 1 0 0 0 1 0 0 1 0 0
 0 1 1 0 0 0 0 0 0 1

Warwick 996: balanced orders and products, 3 products per order
20 10
 0 0 0 1 1 0 0 0 1 0
 0 1 0 1 0 1 0 0 0 0
 1 0 1 0 0 0 0 1 0 0
 1 0 1 0 0 0 0 0 0 1
 0 0 1 0 0 0 0 0 1 1
 0 0 1 0 1 1 0 0 0 0
 0 1 0 0 0 0 0 1 1 0
 0 0 1 0 1 1 0 0 0 0
 1 0 0 0 0 0 1 1 0 0
 0 1 0 1 0 0 1 0 0 0
 0 0 0 0 0 0 1 0 1 1
 0 1 0 0 0 1 0 0 0 1
 0 0 0 1 0 0 1 1 0 0
 0 1 1 0 0 0 0 0 0 1
 1 1 0 0 0 1 0 0 0 0
 0 0 0 0 1 0 1 0 1 0
 1 0 0 0 0 0 1 1 0 0
 0 0 0 1 1 0 0 1 0 0
 0 0 0 0 1 0 0 0 1 1
 1 0 0 1 0 1 0 0 0 0

Warwick 997: balanced orders and products, 3 products per order
20 10
 1 0 1 0 0 0 1 0 0 0
 1 0 0 1 0 0 0 0 1 0
 1 0 0 1 0 0 1 0 0 0
 0 1 0 0 0 0 0 0 1 1
 0 0 0 0 1 0 1 0 0 1
 0 0 0 0 0 0 0 1 1 1
 0 1 0 0 0 1 0 0 1 0
 1 0 0 0 0 1 0 1 0 0
 1 0 0 0 1 0 0 0 0 1
 0 0 0 1 0 0 1 0 1 0
 0 0 1 0 0 0 0 1 0 1
 1 0 0 0 1 0 0 0 1 0
 0 1 1 0 1 0 0 0 0 0
 0 1 1 0 1 0 0 0 0 0
 0 0 0 1 0 1 1 0 0 0
 0 1 1 1 0 0 0 0 0 0
 0 1 1 0 0 0 0 0 0 1
 0 0 0 1 0 1 0 1 0 0
 0 0 0 0 1 1 0 1 0 0
 0 0 0 0 0 1 1 1 0 0

Warwick 998: balanced orders and products, 3 products per order
20 10
 0 1 1 0 0 0 0 0 0 1
 1 0 0 0 1 0 1 0 0 0
 0 0 0 1 0 0 1 1 0 0
 1 0 1 0 0 0 0 0 1 0
 1 1 0 0 0 0 0 0 1 0
 1 1 0 0 0 0 0 0 0 1
 0 0 1 0 1 0 0 1 0 0
 0 0 0 0 1 1 1 0 0 0
 0 0 0 1 0 0 1 0 0 1
 0 0 0 0 1 0 0 1 1 0
 0 0 0 1 0 0 0 1 1 0
 0 0 1 1 0 0 1 0 0 0
 0 1 0 0 0 0 0 0 1 1
 0 0 0 1 0 1 1 0 0 0
 1 0 0 0 1 1 0 0 0 0
 0 0 1 0 0 1 0 1 0 0
 1 0 0 0 1 0 0 0 0 1
 0 1 0 0 0 0 0 1 0 1
 0 1 1 0 0 1 0 0 0 0
 0 0 0 1 0 1 0 0 1 0

Warwick 999: balanced orders and products, 3 products per order
20 10
 1 0 1 1 0 0 0 0 0 0
 0 1 0 1 0 0 0 0 0 1
 0 0 0 1 1 1 0 0 0 0
 0 1 0 0 0 0 0 1 0 1
 0 0 0 1 1 1 0 0 0 0
 1 1 0 0 0 0 0 0 1 0
 1 0 1 0 0 0 1 0 0 0
 0 0 0 0 1 1 0 1 0 0
 0 0 0 0 0 1 1 0 0 1
 1 0 0 0 0 0 1 1 0 0
 0 0 1 0 0 0 0 1 0 1
 1 1 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 1 1 0 1
 0 1 1 0 0 0 0 0 1 0
 0 0 1 0 1 1 0 0 0 0
 1 0 0 0 1 0 0 1 0 0
 0 0 0 1 0 0 0 0 1 1
 0 1 0 0 0 0 1 0 1 0
 0 0 1 0 0 0 1 0 1 0
 0 0 0 0 1 1 0 0 1 0

Warwick 1000: balanced orders and products, 3 products per order
20 10
 1 0 0 1 0 1 0 0 0 0
 0 1 0 0 1 1 0 0 0 0
 1 1 0 0 0 0 0 0 0 1
 0 0 1 1 0 0 0 0 1 0
 0 0 0 1 1 0 0 1 0 0
 0 0 1 0 0 0 1 1 0 0
 0 1 1 0 0 0 1 0 0 0
 0 0 1 0 0 0 0 0 1 1
 1 0 0 0 0 1 0 1 0 0
 0 0 1 0 1 0 1 0 0 0
 0 1 0 1 0 0 0 0 0 1
 0 0 1 0 0 1 0 1 0 0
 1 0 0 0 0 0 0 1 1 0
 1 1 0 0 0 0 0 1 0 0
 1 0 0 1 1 0 0 0 0 0
 0 0 0 0 1 0 0 0 1 1
 0 0 0 0 1 0 1 0 1 0
 0 0 0 0 0 0 1 0 1 1
 0 1 0 0 0 1 0 0 0 1
 0 0 0 1 0 1 1 0 0 0

Warwick 1001: balanced orders and products, 4 products per order
20 10
 0 1 1 0 0 0 0 1 0 1
 0 1 1 0 0 0 0 1 0 1
 0 0 0 0 1 0 0 1 1 1
 0 0 0 0 1 1 0 0 1 1
 1 1 1 0 0 0 1 0 0 0
 1 0 0 1 0 0 1 1 0 0
 1 0 0 1 0 1 0 1 0 0
 1 1 0 0 1 0 0 0 1 0
 0 1 1 1 0 0 1 0 0 0
 1 0 0 1 1 1 0 0 0 0
 0 0 1 0 0 1 0 1 1 0
 0 1 0 1 0 1 0 0 1 0
 1 0 0 0 0 0 1 1 0 1
 1 1 0 0 1 0 1 0 0 0
 1 1 0 0 0 1 0 0 1 0
 0 0 1 1 1 1 0 0 0 0
 0 0 0 1 1 0 1 0 0 1
 0 0 1 0 0 0 1 0 1 1
 0 0 0 0 1 0 1 1 1 0
 0 0 1 1 0 1 0 0 0 1

Warwick 1002: balanced orders and products, 4 products per order
20 10
 0 1 0 0 1 0 0 1 0 1
 0 1 1 0 0 1 0 0 1 0
 0 1 1 0 0 1 0 0 1 0
 0 0 1 1 0 0 0 1 1 0
 1 0 0 0 1 0 1 0 1 0
 1 0 0 1 0 0 1 0 0 1
 1 0 0 1 0 0 0 1 1 0
 0 1 0 0 1 0 0 1 0 1
 1 1 0 1 0 0 0 0 0 1
 0 0 1 0 0 1 1 0 0 1
 0 0 0 1 1 1 0 1 0 0
 0 1 0 0 1 1 1 0 0 0
 0 1 1 0 1 0 1 0 0 0
 1 0 0 1 1 0 0 1 0 0
 1 0 1 0 0 1 0 0 1 0
 1 0 0 0 0 1 1 0 0 1
 0 0 1 0 0 0 1 1 1 0
 1 0 0 0 1 0 1 1 0 0
 0 0 1 1 0 0 0 0 1 1
 0 1 0 1 0 1 0 0 0 1

Warwick 1003: balanced orders and products, 4 products per order
20 10
 0 1 0 0 0 1 0 1 0 1
 1 0 1 0 1 0 0 0 0 1
 0 0 1 1 0 1 0 1 0 0
 0 0 1 1 0 0 1 1 0 0
 0 1 1 1 1 0 0 0 0 0
 0 1 0 1 0 0 0 0 1 1
 0 1 0 0 0 1 0 0 1 1
 0 0 1 0 0 1 0 1 1 0
 0 1 0 0 0 0 0 1 1 1
 1 0 0 1 0 1 0 1 0 0
 1 0 0 0 0 0 1 0 1 1
 1 0 0 1 0 1 0 0 1 0
 0 0 1 0 1 0 1 0 0 1
 1 0 0 1 0 0 1 0 0 1
 0 1 1 0 1 0 1 0 0 0
 0 0 1 1 1 0 1 0 0 0
 1 1 0 0 0 0 0 1 1 0
 1 0 0 0 1 1 0 0 1 0
 1 0 0 0 1 1 1 0 0 0
 0 1 0 0 1 0 1 1 0 0

Warwick 1004: balanced orders and products, 4 products per order
20 10
 1 1 1 0 0 0 0 0 1 0
 0 0 1 1 0 0 1 0 1 0
 1 0 1 0 0 0 1 0 0 1
 0 0 1 0 1 0 1 0 1 0
 0 1 0 0 0 1 0 1 0 1
 0 1 0 1 1 0 0 1 0 0
 0 0 0 1 1 0 1 1 0 0
 0 0 0 0 0 1 1 1 0 1
 0 1 0 0 0 1 0 0 1 1
 1 0 1 0 0 0 1 0 1 0
 1 1 0 1 0 0 0 0 0 1
 1 0 0 0 1 1 0 0 1 0
 1 1 0 1 0 0 0 0 0 1
 1 1 0 1 1 0 0 0 0 0
 0 0 0 0 1 1 1 1 0 0
 0 0 1 0 0 0 0 1 1 1
 0 0 0 1 1 1 0 1 0 0
 0 1 0 0 0 1 0 1 1 0
 0 0 1 1 0 0 1 0 0 1
 1 0 1 0 1 1 0 0 0 0

Warwick 1005: balanced orders and products, 4 products per order
20 10
 1 1 1 1 0 0 0 0 0 0
 0 0 1 0 1 1 0 1 0 0
 0 0 1 1 0 0 0 1 0 1
 0 1 0 0 1 0 0 1 0 1
 0 0 0 0 0 0 1 1 1 1
 1 0 1 0 0 0 0 1 1 0
 0 1 0 0 0 1 1 0 0 1
 1 1 0 0 1 0 0 0 0 1
 0 0 1 0 1 0 1 0 0 1
 0 1 0 0 0 1 0 1 1 0
 1 0 1 1 0 0 0 0 1 0
 0 0 1 0 1 0 0 1 1 0
 1 1 0 0 1 0 1 0 0 0
 0 1 0 1 0 1 0 1 0 0
 1 1 0 0 0 1 1 0 0 0
 1 0 0 1 1 0 0 0 1 0
 0 0 0 0 1 1 1 0 0 1
 0 0 1 1 0 1 0 0 0 1
 0 0 0 1 0 1 1 0 1 0
 1 0 0 1 0 0 1 0 1 0

Warwick 1006: balanced orders and products, 4 products per order
20 10
 0 0 0 1 1 1 1 0 0 0
 0 0 0 0 1 0 1 0 1 1
 0 1 0 0 0 0 1 1 0 1
 0 1 0 0 0 1 0 0 1 1
 1 1 0 0 0 0 0 0 1 1
 0 0 1 0 1 0 1 1 0 0
 1 1 0 0 0 0 0 1 1 0
 0 0 0 1 1 1 0 1 0 0
 0 1 1 0 0 0 0 1 0 1
 0 0 1 1 0 1 1 0 0 0
 1 1 1 0 0 0 0 0 1 0
 1 0 0 0 0 1 0 1 0 1
 1 0 0 1 0 0 1 1 0 0
 0 1 1 1 1 0 0 0 0 0
 1 0 0 1 1 0 0 0 1 0
 0 0 0 1 1 1 0 1 0 0
 0 0 0 0 1 1 1 0 0 1
 0 0 1 1 0 0 1 0 1 0
 1 0 1 0 0 1 0 0 0 1
 1 1 1 0 0 0 0 0 1 0

Warwick 1007: balanced orders and products, 4 products per order
20 10
 0 0 0 1 1 0 0 0 1 1
 1 0 0 1 0 1 0 0 0 1
 0 0 0 0 1 1 0 1 0 1
 1 0 0 0 1 0 1 0 1 0
 0 0 1 1 0 0 0 1 1 0
 1 0 0 0 0 1 1 0 1 0
 0 0 0 0 1 0 1 0 1 1
 0 1 0 1 0 0 0 1 1 0
 0 1 0 1 1 0 0 1 0 0
 1 0 1 0 0 0 0 0 1 1
 1 1 0 0 1 0 1 0 0 0
 1 1 1 0 0 1 0 0 0 0
 0 0 0 0 1 0 1 1 0 1
 0 0 1 0 0 0 1 1 0 1
 0 0 0 1 1 1 1 0 0 0
 0 1 1 1 0 0 0 0 1 0
 1 1 1 0 0 1 0 0 0 0
 1 0 1 0 0 1 1 0 0 0
 0 1 1 0 0 1 0 1 0 0
 0 1 0 1 0 0 0 1 0 1

Warwick 1008: balanced orders and products, 4 products per order
20 10
 1 0 1 0 0 0 1 0 0 1
 1 0 0 1 0 0 0 1 1 0
 1 1 0 0 1 1 0 0 0 0
 1 1 1 0 0 0 0 0 0 1
 0 0 0 1 0 0 1 1 1 0
 1 1 0 0 1 1 0 0 0 0
 0 0 0 1 1 0 1 0 1 0
 0 1 1 0 0 1 1 0 0 0
 0 1 0 1 0 0 0 1 0 1
 0 0 0 1 1 0 0 1 0 1
 0 0 1 0 0 1 0 1 1 0
 0 0 0 1 0 1 0 1 1 0
 0 0 1 0 0 0 1 0 1 1
 0 1 1 0 0 1 1 0 0 0
 1 0 0 0 0 0 1 0 1 1
 0 1 0 0 1 1 0 0 0 1
 1 0 1 1 1 0 0 0 0 0
 0 0 0 1 1 1 0 0 1 0
 0 0 1 0 0 0 1 1 0 1
 1 1 0 0 1 0 0 1 0 0

Warwick 1009: balanced orders and products, 4 products per order
20 10
 1 1 0 0 0 0 1 0 0 1
 1 0 0 0 0 1 1 1 0 0
 0 1 0 1 1 0 0 0 0 1
 1 0 0 1 1 1 0 0 0 0
 0 0 1 1 0 1 0 1 0 0
 0 0 0 1 0 0 1 1 1 0
 0 1 1 0 1 0 0 0 1 0
 0 0 0 0 1 1 0 1 1 0
 0 0 1 0 0 0 1 1 0 1
 1 1 0 0 0 0 1 0 1 0
 0 1 1 1 0 0 0 0 1 0
 0 1 0 0 1 0 1 0 0 1
 0 0 0 1 1 0 1 0 0 1
 0 0 1 1 0 1 1 0 0 0
 0 1 1 1 1 0 0 0 0 0
 0 0 0 0 0 1 0 1 1 1
 1 0 1 0 0 1 0 1 0 0
 1 0 0 0 1 0 0 0 1 1
 1 0 0 0 0 0 0 1 1 1
 1 1 1 0 0 1 0 0 0 0

Warwick 1010: balanced orders and products, 4 products per order
20 10
 0 0 1 0 0 1 0 1 1 0
 1 1 0 1 0 0 0 0 0 1
 0 1 1 0 0 0 1 0 1 0
 0 0 0 1 0 1 0 1 1 0
 1 0 0 0 0 1 0 1 0 1
 0 1 0 0 1 1 0 0 1 0
 0 1 0 0 1 0 1 0 1 0
 0 1 0 0 1 0 1 1 0 0
 0 0 1 0 0 0 0 1 1 1
 1 0 0 1 0 0 1 0 0 1
 0 1 0 1 1 1 0 0 0 0
 1 0 0 1 0 0 0 0 1 1
 1 0 0 1 0 0 0 1 0 1
 0 0 1 0 1 1 1 0 0 0
 0 1 1 1 0 0 0 1 0 0
 1 0 1 0 1 0 0 0 0 1
 1 0 1 0 1 0 1 0 0 0
 0 0 0 0 1 1 0 0 1 1
 1 1 0 1 0 0 1 0 0 0
 0 0 1 0 0 1 1 1 0 0

Warwick 1011: balanced orders and products, 5 products per order
20 10
 1 0 1 1 0 0 1 1 0 0
 1 1 1 0 0 0 1 1 0 0
 0 1 1 0 0 0 0 1 1 1
 1 0 0 1 1 1 0 0 0 1
 0 0 0 0 1 0 1 1 1 1
 1 0 0 1 0 1 0 1 0 1
 1 1 1 1 0 0 0 1 0 0
 0 1 1 0 1 0 1 0 0 1
 1 1 0 0 1 0 0 0 1 1
 0 1 1 0 0 1 1 0 0 1
 1 1 0 0 1 0 1 0 0 1
 1 0 0 1 1 1 0 1 0 0
 0 1 1 1 1 0 0 0 1 0
 0 0 0 1 0 1 0 1 1 1
 0 0 1 1 1 1 0 0 1 0
 1 1 0 0 0 1 1 0 1 0
 0 0 1 1 0 1 1 1 0 0
 0 1 1 0 0 1 1 0 1 0
 1 0 0 1 1 0 1 0 1 0
 0 0 0 0 1 1 0 1 1 1

Warwick 1012: balanced orders and products, 5 products per order
20 10
 1 0 1 0 0 0 1 0 1 1
 1 0 1 0 1 1 1 0 0 0
 0 1 1 1 0 1 0 1 0 0
